sentId,sentence
usnea_1_0,Dizziness and severe ear pain
usnea_4_0,I used USNEA for a throat infection.
usnea_4_1,My tonsiles were swolen and in sever pain.
usnea_4_2,Usnea gave me rapid healing.
uva-ursi_1_0,"After experiencing a very bad reaction to an antibiotic given to me for a UTI, I researched to find a better, more natural treatment."
uva-ursi_1_1,I found Uva Ursi and it is now the only thing I use if I get a UTI.
uva-ursi_1_2,It works quickly and efficiently.
uva-ursi_1_3,I usually take it for 1 week to be certain the infection is gone completely.
uva-ursi_1_4,So much better than antibiotics and all of their side effects!
uva-ursi_2_1,Thank you Jesus he sent this product to me in my research.
uva-ursi_4_0,Used for kidney infections very effective
uva-ursi_5_0,"I used to have chronic UTIs for years and when they hit, they hit fast and strong."
uva-ursi_5_1,"They're always related to sex, and unavoidable for me."
uva-ursi_5_2,Too many courses of antibiotics is just not healthy.
uva-ursi_5_3,"These days, when I feel one coming on, I drink tea with uva ursi or take capsules a few times a day for several days."
uva-ursi_5_4,Clears it right up without having to go to a doctor or take destructive antibiotics.
uva-ursi_5_5,"Only use it for up to 5 days, though."
valerian_1_0,I have always been a deep sleeper but after menopause I started having sleep issues.
valerian_1_1,"This product is wonderful and I have a deep sleep, dreaming, without waking for at least 6-7 hours."
valerian_1_2,I do not experience any grogginess in the am.
valerian_2_0,"I got one bottle of valerians extract 30 capsules, each contain 25 mg valerian extract.."
valerian_2_1,I pop 10 of those n still cant sleep..i not sleep for 4 days
vanadium_2_0,I am a type II..I WAS on insulin  started vanadium/chromium supplement...and metformin.. NO MORE INSULIN / A1C 6.4 !!!
vanadium_2_1,Recomended to a friend Her blood sugars were 160's plus....now 130's.
vanadium_2_2,She is younger than I but as overweight just as I.
vanadium_4_0,"I was forced to take insulin in 1994, because my pancreas stopped producing insulin when I was 38 years old."
vanadium_4_1,"Fast forward to 2017- I began taking Vanadium 2 weeks ago, and I have already seen dramatic improvement with insulin usage and blood sugar results."
vanadium_4_2,"I have dropped my usage on insulin from 80 units per day down to 40-50, and it is still improving."
vanadium_4_3,So happy I could scream right now.
vanadium_5_0,I started using vanadium 3 months ago.
vanadium_5_1,Got blood work done and results were 138 before taking vanadium to 149 after taking vanadium.
vanadium_5_2,Previously took cinnonamon with chromium with great results.
vanadium_5_3,I will be changing immediately.
vetiver_1_0,I have a cologne called White Vetiver.
vetiver_1_1,I then saw the word Vetiver used in a magazine related to health so looked it up.
vetiver_1_2,I wonder if this 'root' is used in the making of this scent?
vinpocetine_1_0,mind is clearer and I can add groups of numbers more easily without errors
vinpocetine_2_0,Memory sharper and recall of recent event better.
vinpocetine_4_0,I believe this is  helping me.
vinpocetine_5_0,Been trying many things over the years to treat my add which is of the overfocus type.
vinpocetine_5_1,"Vinpocetine had been the best in increasing blood flow, memory, and attention without increasing blood pressure, adrenaline, anxiety or overfocus."
vinpocetine_5_2,"It had improved mood, mental function, relationships and quality of life as a result."
vinpocetine_5_3,20 to 30mg evenly spread across the day.
vinpocetine_5_4,Get a small capsule size and vary the dose and timing to see what works for you; everyone is different.
vitamin-a_1_0,"A multivitamin ACE-Bex include 25,000 IUs of Vitamin A, helps in Narcolepsy, Loose Motion"
vitamin-a_2_0,"Vitamin A dissolves abscesses, and infections completely, but you have to take large dosages."
vitamin-a_2_1,"I watched a Dermatologist give his patients 100,000 iu for huge boils."
vitamin-a_2_2,Everyone of them had clear faces at the end of three to six months.
vitamin-a_2_5,I am six for six.
vitamin-b12_2_0,I feel relaxed when I take this supplement on a regular basis.
vitamin-b12_3_0,"While the B-12 Deficiency was effectively treated, I learned that Gabapentin, can in some cases, be an underlying cause of B-12 Deficiency."
vitamin-b12_3_1,"This might be mentioned, to retest after Gabapentin is discontinued."
vitamin-b12_4_0,"for tic delorul or facial neuralga , it relives the dicomfort."
vitamin-b12_5_0,"Also I have been using it for treatment of Neuropathy , and for the most part it works there"
vitamin-c-ascorbic-acid_1_0,For 3 years now I've been getting chronic colds that got worse and worse with time.
vitamin-c-ascorbic-acid_1_1,All the Dr.'s said it was allergies.
vitamin-c-ascorbic-acid_1_2,Come to find out it was soy.
vitamin-c-ascorbic-acid_1_3,I was eating A LOT of soy becuz of food allergies.
vitamin-c-ascorbic-acid_1_4,Soy causes colds and sinus problems over time.
vitamin-c-ascorbic-acid_1_5,"During this time I would fight the colds with Vitamin C either straight or in ""Airbourne""."
vitamin-c-ascorbic-acid_1_6,It would always knock it out.
vitamin-c-ascorbic-acid_1_7,I wouldn't have been able to cope without Vitamin C. Thankfully I got off of the soy and no more colds.
vitamin-c-ascorbic-acid_2_1,"I based this trial on the reading of the new book by Linus Pauling, Vitamin C and the Common Cold."
vitamin-c-ascorbic-acid_2_5,"If waiting more than a few hours when the very first symptoms begin to come on, it is less effective."
vitamin-c-ascorbic-acid_2_6,If waiting more than a half a day it may do very little and you get the cold almost as you would without it.
vitamin-c-ascorbic-acid_2_7,One thing I had to start doing after a number of years was take calcium and magnesium with the C to buffer it.
vitamin-c-ascorbic-acid_2_9,I had to find a balance that worked for me.
vitamin-c-ascorbic-acid_2_10,I have also successfully used C to stop the flu from progressing past the first few hours.
vitamin-c-ascorbic-acid_2_11,"C is the one vitamin I would never do without, if I could only afford to buy ONE supplement this would be it."
vitamin-c-ascorbic-acid_2_14,There were a few times I tried stopping taking it but always got more colds again so went back.
vitamin-c-ascorbic-acid_3_0,I have been taking vitamin c in a non acidic form 500 mg capsule for the past three years with excellent results.
vitamin-c-ascorbic-acid_3_1,I used to suffer with a couple of dusy cold mostly during winter months  every year.
vitamin-c-ascorbic-acid_3_2,This amount  of vc has kept this problem at bay.
vitamin-c-ascorbic-acid_4_0,I think this does nothing for the common cold.
vitamin-c-ascorbic-acid_5_0,Promptly taking one teaspoon calcium ascorbate POWDER (or plain ascorbic acid) plus 4 more doses over 24 hours STOPS all colds and flu.
vitamin-c-ascorbic-acid_5_2,Seems to be a really potent anti-viral
vitamin-d_1_0,Years with persistent headache caused by Vitamin D deficiency.
vitamin-d_1_1,Relief 2 weeks after starting Vitamin D supplements.
vitamin-d_2_0,I live in sunny SoCal so the sun or my body's processing of vit D wasn't doing such a good job.
vitamin-d_2_1,For approximately 2 years I had been experiencing general body aches and pains.
vitamin-d_2_3,"My doctor took blood tests (but not for vit D), sent me to a rheumatologist."
vitamin-d_2_5,"Finally, I did my own internet research and requested a vit D blood test."
vitamin-d_2_7,X-rays showed calcium deposits in the tissues.
vitamin-d_2_8,"Without the vit D to help absorb the calcium, my body didn't know what to do with the calcium."
vitamin-d_2_9,Needless to say I suffered unnecessarily for approx 2 years.
vitamin-d_2_10,I don't understand why neither my doctor nor the rheumatologist didn't suspect that I may have been deficient in vit.
vitamin-d_2_11,"D.  I started taking 2000-4000 units of vit D3 daily, and within one week, the pain in my feet all but disappeared."
vitamin-d_2_12,I am a skeptic so I know that it was not any kind of placebo effect but that the vit D was doing its job.
vitamin-d_3_0,"Vitamin D deficiency, both my husband & I. I have lots of health issues that this could help with."
vitamin-d_3_1,Some are talking about taking 5000 wanted to see if there are side effects at high dosages.
vitamin-d_4_1,Diagnosed as having hypothyroidism about 1 yr ago.
vitamin-d_4_3,Feeling so tired and muscles fatigue and ache so easily.
vitamin-d_4_4,Just found out my Vit D level is 10(range 30-50) TSH alittle off too.
vitamin-d_4_5,Dr is increasing synthroid but wants me to take 50000u of Vit D 2x a week for 12 weeks.
vitamin-d_4_6,"After reading other peoples posts, I am really concerned about all the side effects :(  I don't want to feel worse."
vitamin-d_4_7,Afraid of all the GI symptoms.
vitamin-d_4_8,I pick up my Rx tomorrow.
vitamin-d_4_9,Anyone have any suggestions of what to eat or if you needed to take medication to help with symptoms?
vitamin-d_4_10,Thanks   Unable to rate since I haven't started it yet.
vitamin-d_4_11,Just looking for other people with experience.
vitamin-d_5_0,(PRE-TREATMENT POST) Just had my annual physical exam today.
vitamin-d_5_1,VIT D deficient: 9 ng/mL (very low!).
vitamin-d_5_2,"Been feeling little depressed lately, little bit more irritable, can't sleep well, and feel muscle and joint pains."
vitamin-d_5_4,"She prescribed Vit D3/2,000 IU daily and sun exposure (good thing we're going to Hawaii in 2 wks)."
vitamin-d_5_5,Thanks for everyone's past reviews.
vitamin-d_5_6,I'll update mine when I start taking the supplements.
vitamin-d_5_7,"Hopefully, the treatment will help boost my 9 ng/mL & gives minor to no negative side effects."
vitamin-e_1_1,I  need to know more about how to achieve a safe level of this vitamin necessary for age-related macular degeneration.
vitamin-k_1_0,My Dr. had recommended 1000 daily D3.
vitamin-k_1_1,"After a month's interval, I had a strong urgency to go to the bathroom."
vitamin-k_1_2,"This is not presumed to be entirely normal, so I assumed that this was for me a normal metabolic outcome."
vitamin-k_1_3,"I then tried vitamin K2 in supplement form, which I found to lower the heart rate and blood pressure."
vitamin-k_1_4,"But after a time, about 6 weeks,  just 100mcg a day caused restless muscular reactions in my legs."
vitamin-k_1_5,I switched to 30mcg K2/25 IU MCT Oil Base Sublingual when required.
vitamin-k_1_6,"This was a significant improvement over the supplements, and I was required to administer very judiciously just one tiny drop under the tongue."
vitamin-k_1_7,This sublingual strategy was so that the K2 goes direct into the blood stream and not processed thru through the liver.
vitamin-k_1_9,"Noted effects on stopping K2/D3 sublingual was mild heart palpitations, so I will continue in small, judicious amounts and carefully monitor."
vitamin-k_1_10,"Would recommend Boron supplements according to dosage recommendations, or perhaps Potassium Gluconate as they take far longer to fill out the basic requirement."
vitamin-k_1_11,"I liken K2 to magnesium, as they both take only several weeks to fill out the requirement before noted metabolic effects."
vitamin-k_2_0,"Hi all, just making very very sure that you are well aware."
vitamin-k_2_2,It will counteract the blood thinner!!
vitamin-k_2_4,"Unfortunately,  many Green,  leafy foods that ARE good for you are BAD if you suffer from blood clots or similar conditions!!"
vitamin-k_2_5,Good luck and well wishes!
vitamin-k_4_0,The article states that only K1 is available in the U.S.
vitamin-k_4_2,I have bought K2 for many years.
vitamin-k_5_0,this article is missing all the newest findings about vitamin K2!
vitamin-k_5_1,we have only recently lost it in our diet.
vitamin-k_5_2,"it is high in cheese, fermented foods and animal organ meat."
vitamin-k_5_3,it makes calcium go to teeth and bones.
vitamin-o_2_0,"I've had a post nasal drip for about 4 years, my friend the other day said "" I notice your not wiping your nose""."
vitamin-o_3_0,I have used Liquid Stabilized Oxygen for close to 20 years.
vitamin-o_3_1,I started because I wanted maximum absorption of the other nutrients I take and testing has proved it works.
vitamin-o_3_2,"I do not get sick even though I'm around others coughing, sneezing, etc."
vitamin-o_3_4,To actually KNOW and test this product just use a pulse oxymeter.
vitamin-o_3_5,"When you go to an emergency room, they test your oxygen with it."
vitamin-o_4_0,"Stir some salt into water vigorously enough to cause some air bubbles, and swallow."
vitamin-o_4_1,That is the full effectiveness of this ridiculous product.
vitamin-o_5_0,"I have had recurring cold sores for over thirty years, which on average occur about 6-8 times per year."
vitamin-o_5_1,"Since I started taking vitamin O from R Garden over a year ago, I've not had a single outbreak."
vitamin-o_5_2,I've tried just about every rememdy out there and spent thousands of dollars but nothing has come even close to being this effective.
vitex-agnus-castus_1_0,400 mg of this one x a day made me feel aggitated.
vitex-agnus-castus_1_1,"Tried it for hot fashes, and reduced sleep."
vitex-agnus-castus_2_1,It's worked quite well for me with no noticeable side effects.
vitex-agnus-castus_3_0,I was on the depo shot and hadn't had a menstrual cycle for over a year.
vitex-agnus-castus_3_1,I had notice that ever 3 month I would have a brown gooey substance that only last a few hours and stop.
vitex-agnus-castus_3_2,I assume this was my cycle.
vitex-agnus-castus_3_3,After reading reviews I heard about vitex agnus castus and how it helps regulate irregular cycles and even helps with infertility.
vitex-agnus-castus_3_4,So I went got some to see if it would help although I had just had my so called cycle last month.
vitex-agnus-castus_3_5,I started taking it on Thursday and by Monday I started my for real nice red menstrual cycle.
vitex-agnus-castus_3_6,I have never been so happy to start my cycle.
vitex-agnus-castus_3_7,Other reviews said that they have gotten pregnant on it within 2 to 3 months of taking it.
vitex-agnus-castus_3_10,I hope this is helpful.
vitex-agnus-castus_4_0,shut down my male libido/ brand product used GNC chasteberry herbal supplement 500mg-1000mg daily.
vitex-agnus-castus_4_1,some on and off discomfort in my private area and a slight numb/cramp sensation in feet and legs
watercress_2_0,Dont let anybody tell you that you cant heal yourself with god given natural superfoods and brainpower.
watercress_2_1,Set your soul free to enjoy the feeling of pure nurture.
watercress_2_2,I still eat bad compared those with stricter diets HOWEVER i have done a complete 360 on my diet of less than a year ago.
watercress_2_3,Instead of a lot of bad i switched to an abundance of good.
watercress_2_4,It was quick losing the weight(2 mo and 40 lbs)and it has stayed off for 6 mo.
watercress_2_6,Im in my late 40s.
watercress_2_7,The last time i was at this weight was when i was in junior high.
watercress_2_8,Ive gone from a 2xl to a med shirt in a about a year or two.
watercress_2_9,Wake up and care about yourself if your overweight.
watercress_2_11,I lost a total of 75 lbs.
wheat-bran_1_0,Only wheat bran helps me go.
wheat-bran_1_1,I use in baked goods
wheat-bran_2_0,Using wheat bran (sometimes mixed with oat bran) for over 30 years.
wheat-bran_2_1,Regular when I do it and not when I stop.
wheat-bran_2_2,Tried other over the counter treatments first and none worked.
wheat-bran_3_0,Just brilliant - dont eat it - dont go!
wheatgrass_1_0,I do a double shot of WG at my local health food store daily.
wheatgrass_1_1,I actually love the taste.
wheatgrass_1_2,There is a difference if fresh grass is used.
wheatgrass_1_3,"I am rarely sick, even with common cold."
wheatgrass_1_4,I also drink a WG coffee called Biocoffee.
wheatgrass_2_0,Do humans really have the digestive enzymes to digest wheat grass.
wheatgrass_2_1,I am not sure and if not can it cause intestinal problems?
wheatgrass_2_2,I know cows can digest grass!
wheatgrass_4_0,I have been using wheat grass as a natural dose of detoxing the body since last month.
wheatgrass_4_1,Earlier I had stumbled upon this article - http://www.organicgarden.co.in/index.php/blog/cat /health-and-nutrition/post/what-makes-the-wheat-g rass-anti-cancer/ I researched and got to know about the treatment.
wheatgrass_5_0,I feel energized after drinking the juice.
wheatgrass_5_1,"If I've been away from it for a long period of time, I experience nausea when starting again."
wheatgrass_5_2,It also seems to helps the pain of my arthritis and also my skin radiance.
whey-protein_2_0,Got to Myprotein.com and get 25% off your whole order by using WILLIAM-RW5 at checkout!
whey-protein_2_1,better price and quality over there
whey-protein_5_0,I've been mixing New Whey Protein Drink with my water and sipping those extra 42 grams throughout the course of the day.
whey-protein_5_1,"Knocking them down all at once is a bad idea, upsets your stomach and just makes you feel weird for a while."
whey-protein_5_2,I don't really consider it an appetite suppressant.
whey-protein_5_3,I'm not hungry simply because I have all that protein in me already.
whey-protein_5_4,"So it still takes willpower to stay away from junk that you might eat out of boredom, and you also must eat your vegetables."
white-horehound_1_0,"Had very sore throat, a lot of phlegm, when traveling in Europe."
white-horehound_1_1,"Bought white horehound capsules at pharmacy: have been ordering from Belgium and France for past 3 years, take 3 a day (a.m., noon, p.m)."
white-horehound_1_2,"Does wonders for me, no more pain swallowing, not clearing my throat as much."
white-horehound_1_3,Too bad I can't find it in the USA.
white-horehound_2_0,I grew some horehound to see what I thought of it as a way to treat cough and sore throat.
white-horehound_2_1,"It does a good job, although it's not the best-tasting herb ever."
white-horehound_2_3,"It does help clear the lungs a bit, too."
white-lily_1_1,I ate some Lilly root soup with 2 tacos and a serving of potato salad (high in carbs).
white-lily_1_2,I calculated and Gave the required insulin.
white-lily_1_3,Then the blood sugars levels dropped really low (39)...take caution with using lily root if you are an insulin dependent diabetic.
white-lily_1_4,And more so if you are not sensitive to feeling low blood sugar levels.
white-mulberry_1_0,Wow...my blood sugar has really dropped on a daily basis.
white-mulberry_1_1,I even test it with pizza and carbs and see lower numbers.
white-mulberry_1_2,Two diabetics in this house and it is working for both!
white-mulberry_1_3,For us there are no side effects other than the joy after each testing.
white-mulberry_1_4,The best results came when we started using 1000 dose 30 minutes BEFORE the meal.
white-mulberry_2_0,I fopund iit eot be more errective than diabetic prescription Mediciine.
white-mulberry_2_1,"I no longer experience the dizziness and  tireness I had wheb taking inslernt, No more constipatiion."
white-mulberry_3_0,I've been drinking Mulberry tea from Coastal Tea Company for 16 months and my blood sugar levels have been fabulous!
white-mulberry_3_1,"It's been a great, natural approach to regulating blood sugar."
white-mulberry_4_0,works much better than prescribed meds.
white-mulberry_4_1,keeps my sugars under control 4 to 5 ....
white-mulberry_5_0,"I find it easier to take the supplement when I open the capsule and sprinkle the powder over a food item, i.e."
white-mulberry_5_2,My blood sugar is very well controlled thus far at a decent 130 average and seemingly going lower.
white-mulberry_5_3,I have been taking the supplement for about 13 days.
white-mulberry_5_4,I am satisfied with the result.
white-mustard_1_0,"I am a serious hiker,exerciser."
white-mustard_1_1,Have frequent painful leg and foot cramps during sleep.
white-mustard_1_2,"No medical cause (potassium, calcium, meds) When cramp hits, I now jump from bed and swallow two tsp."
white-mustard_1_3,table white (French's) mustard (which I now keep near bed.)
white-mustard_1_5,Most effective treatment I've ever found.
white-mustard_1_6,Hope it works for you.
white-mustard_1_7,"(Mustard instructions caution too much while pregnant, I'm 64!)"
white-oak_1_0,"added into organic apple cider vinegar, great expectorant for a cough/sore throat."
white-oak_2_0,White Oak Bark is an astringent.
white-oak_2_1,"I had loose teeth and after taking Solaray's White Oak Bark, my teeth tightened overnight."
wild-cherry_1_0,Are you all aware that this review is for Wild Cherry BARK and not tart cherries used for gout or arthritis pain?
wild-cherry_2_0,Conerned about anti inflammatory properties and use with aspirin..bleeding.. bruising
wild-cherry_3_0,I've been taking this for a little over a month for joint pain from arthritis in my knee after surgery.
wild-cherry_3_2,I use 1000mg twice a day from Puritan's Pride.
wild-cherry_4_0,I have only been taking for a week.
wild-cherry_4_1,Using it for joint pain.
wild-cherry_4_2,Don't notice a dramatic difference yet.
wild-cherry_4_3,Can this cause stomach pains?
wild-cherry_5_0,sinus cleared in a day!
wild-lettuce_3_0,I have chronic pain from a car accident 7 years ago.
wild-lettuce_3_1,I read about wild lettuce on-line and tried it.
wild-lettuce_3_2,It was about as effective as the pain meds I was on and that my Dr wanted me off of.
wild-lettuce_3_3,I found a few brands o n Amazon and settled on Bumra Spice after some experimentation.
wild-lettuce_3_4,I dont think I've experienced any dependency or tolerance yet.
wild-lettuce_3_5,I've been taking it as a tea for about 8 months now.
wild-lettuce_5_0,"Wild lettuce is also used as a tea, dried leaves used."
wild-lettuce_5_1,Mixed with boiling water the leaves can be a poltice too.
wild-mint_1_0,Good antacid it growes wild and is natural  they don't like natural cures because they want money.
wild-mint_1_2,Don't care a thing about you.
wild-yam_2_1,Took 500mg twice a day for 2 months.
wild-yam_3_0,I am 63 and was on estrogen treatments for osteopenia.
wild-yam_3_1,My doc just took me off in Feb. and I have been having bad night sweats and unable to sleep.
wild-yam_3_2,This was recommended by two breast cancer survivors so I tried it.
wild-yam_4_0,I don't usually write reviews but feel that I really have to share how well this has worked for me.
wild-yam_4_1,"I am 47, in good health, take no medications of any kind and exercise regularly."
wild-yam_4_3,"The first couple of months the hot flashes were uncomfortable and intermittent, increasing in intensity and frequency the last couple of months."
wild-yam_4_4,"Finally, sleeping thru the night was almost impossible and the days became intolerable."
wild-yam_4_5,"I purchased Nature's Way Wild Yam Root; 425 mg from my local health food store, took one that afternoon and no hot flashes that night."
wild-yam_4_7,I have noticed no side effects whatsoever.
wild-yam_4_8,I could not be happier with the results.
wild-yam_5_0,i'm 51 and early on in the menopausal transition i had occasional hot flashes.
wild-yam_5_1,"into my 50s and they were unbearable, especially at night."
wild-yam_5_2,Swanson's wild yam cream works incredibly well (and immediately) and i haven't had a hot flash in a year or more.
willard-water_1_0,When I started taking this I was skeptical.
willard-water_1_1,However I noticed that my brain fog decreased greatly and I had more energy.
willard-water_1_2,It also  seemed to help with digestive problems.
willard-water_2_0,"At 74, I have had 2 bypass operations, 10 stents, and multiple balloons."
willard-water_2_1,I have complained of fatigue for years.
willard-water_2_2,I finally decided to give Willard Water a try.
willard-water_2_4,Stopped taking it and within two weeks my hips were in pain again.
willard-water_2_5,"Yesterday, they felt like they were locking up and I had a rough time getting back to the car."
willard-water_2_6,"Needless to say, I'm starting back on the Willard Water."
willard-water_2_7,"Maybe for some, it won't work, but don't listen to the trolls."
willard-water_2_8,"They are the vandals of the internet, destroying anything and everything they can."
willard-water_3_0,"some are saying that Willard water caused them to have high blood pressure, Can this happen and if not, Please explain!!"
willard-water_4_0,"I use it for everything, including headaches.i clean my sinuses ."
willard-water_4_1,I rub it down my front chest and stomach for indigestion.rub it behind ears for earaches.
willard-water_4_2,I spray my tired eyes.
willard-water_4_3,Stops bleeding.held soaked towel on cat's nosebleed stopped it.
willard-water_4_4,when vet could not stop it.
willard-water_5_0,I am reading some negative comments re Willards Water and that it's a scam.
willard-water_5_1,That is simply NOT true.
willard-water_5_2,It is not a scam.
willard-water_5_3,I've been using WW since I found out about it in the 90s.
willard-water_5_4,"I don't know HOW it works, I just know that it DOES work."
willard-water_5_5,"I've used it on chicken pox (me and my daughter), shingles (my son), burns (the other son), acne, cuts, stitches.... you name it."
willard-water_5_6,WW causes whatever you have to heal faster.
willard-water_5_7,My son just got over a serious bout of shingles.
willard-water_5_8,We sprayed WW on the lesions about 3-5 times per day.
willard-water_5_9,He was completely healed within 2 weeks.
willard-water_5_10,Shingles are known to last 4-6 weeks.
willard-water_5_11,I would not be without my WW.
willard-water_5_12,Everyone should have some pre-mixed in a small spray bottle - especially if you have kids.
willard-water_5_13,Don't listen to the negative scam comment on this page.
willard-water_5_14,"He probably didn't use it, or he didn't use it long enough."
willard-water_5_15,"Is WW a ""cure all"" for everything?"
willard-water_5_17,"But it sure does work for everyday burns, cuts, scrapes, etc."
willow-bark_1_1,Diagnosed as Bursitis in knee bursa.
willow-bark_1_2,Used bark to make tea.
willow-bark_1_5,Highy recommend yhis natural remedy.
willow-bark_3_0,Recently I experienced a case of Temporal Arteritis.
willow-bark_3_1,Never had anything like this before.
willow-bark_3_2,It went on for 3 days of excruciating pain in my temporal area of my head.
willow-bark_3_3,"No sleep, and completely disabling."
willow-bark_3_4,(800mg)White Willow Bark with a 1/2 caffeine tablet(100mg)twice a day was the only thing that worked for me.
willow-bark_3_5,During the night I just take Turmeric with the White Willow and sleep comes easy.
willow-bark_3_6,Prognosis is good and this condition usually ends in 5-14 days.
willow-bark_3_8,It stays in my medical kit when on multi-day trips.
willow-bark_3_9,I've even used it on sprains and strains to help the injury heal faster and as an anti-coagulant to prevent blood clots.
willow-bark_5_0,When I get a headache I chew some willow bark.
willow-bark_5_1,Since I have plenty in my back yard it is easy to get.
willow-bark_5_2,It always gets rid of my headache.
willow-bark_5_3,"Also, if the leaves are chewed into a poultice and applied to the bite, they permanently remove the pain of hornet bites."
willow-bark_5_4,"I haven't tried it on other insect bites, but I am sure it would work."
willow-bark_5_5,Many people I know use this and it is always effective.
wine_1_0,A glass or two eases anxiety and aids sleep.
wine_1_1,"Careful not to have too much, though."
wine_2_0,I have suffered from anxiety problems since adulthood.
wine_2_1,Red Wine has helped me relax and relieve tension on various occasions.
wine_2_2,"It is, however, important to note that wine alone does not help."
wine_2_3,"Healthy diet, lots of exercise and good sleep patterns also helped."
wine_2_4,"Also, too much drinking can have opposite effect of anxiety problem."
wine_3_0,One to two classes a night to help relax the tension that comes with worry.
wine_4_0,When my anxiety acts up and I feel tensed.. a glass of wine helps me to relax.
wintergreen_1_1,Never to be taken orally & always dilute before applying to skin & be wary if you have hyper sensitive skin.
wintergreen_1_2,"Not to be used on babies,  small children & pregnant women."
wintergreen_3_0,Not reviewing the treatment so much as adding a caveat: Straight Wintergreen oil can attack certain plastics.
wintergreen_3_1,Use care when mixing and storing.
witch-hazel_1_0,My son went to visit Montana for a week and came back with huge mosquito bites.
witch-hazel_1_1,He was very itchy and uncomfortable.
witch-hazel_1_2,"Two treatments, 5 hours apart, of swabbing with cotton balls soaked in witch hazel relieved his itch."
witch-hazel_2_0,I had major surgery and had explained my extreme reactions to adhesives.
witch-hazel_2_1,"Although the hospital staff was good, my caregiver realized I was having a very bad reaction to the little adhesives used through the surgery."
witch-hazel_2_2,Thank goodness my caregiver knew the benefits of Witch Hazel firsthand and was able to control and help the problem.
witch-hazel_2_3,The caregiver put WH on me twice a day for three days.
witch-hazel_2_4,I thank goodness for the relief Witch Hazel gave me!
witch-hazel_3_0,Used for blood blisters on my arm and it really seemed to speed up the healing process!
witch-hazel_4_0,I used witch hazel to clean my dogs oily ears and applies it to her hot spots.
witch-hazel_4_1,Day 1 so far so good.
witch-hazel_4_2,They remained pink and fresh smelling and the red open rashed hot spots also reacted well to the treatment.
witch-hazel_5_0,I suffer from reoccurring rashes in skin folds.
witch-hazel_5_2,"I've tried diaper rash and jock itch creams, anti-fungals, sprays, powders, and even mouthwash."
witch-hazel_5_3,Thus product is amazing for treating this condition.
wormwood_3_0,"it has helped pains in stomach, biting feeling inside my whole body."
wormwood_4_0,"I started using Wormwood Salve to help with severe pain from my Multiple Sclerosis, and it has been such an amazing relief!"
wormwood_4_1,It is so much better than having to take pain meds every time I have spinal pain.
wormwood_4_2,I absolutely love this stuff.
wormwood_4_3,I hardly ever have to take any pain medication anymore and it is so nice.
wormwood_4_4,I completely recommend it to anyone.
wormwood_4_5,Anything natural is much better than all of the chemical crap from the pharmacy.
wormwood_5_0,Used for pain and arthritis.
wormwood_5_2,Used primarily for knee and leg pain.
wormwood_5_3,I make my own wormwood salve.
xanthan-gum_1_0,I was diagnosed with IBS after suffering with terrible stomach cramps and D for years.
xanthan-gum_1_1,I found a blog about bad food fillers and read IBS is overdiagnosed when fillers are the problem.
xanthan-gum_1_2,I narrowed my problem down to xanthan gum.
xanthan-gum_1_3,"The moment I have it, I'm sick all the next day running to the bathroom."
xanthan-gum_1_4,"Same with my sister and mother, all of whom were diagnosed with IBS too."
xanthan-gum_1_6,"It irritates my rheumatoid arthritis, which isn't a surprise considering this is a bacteria and RA is an autoimmune disease."
xanthan-gum_1_7,"IBS is exploding for a reason, and it's bad fillers!"
xanthan-gum_3_0,This article and a review by another explains my difficulties yesterday.
xanthan-gum_3_1,"I get migraines from gluten, so yesterday I ate 2 small gluten-free cupcakes, which had xanthan gum."
xanthan-gum_3_2,"I did get a migraine, plus some minor intestinal discomfort ending with a laxative effect..."
xanthan-gum_3_4,This explains migraines with other GF foods.
xanthan-gum_3_5,Always was thinking it was something else.
xanthan-gum_3_6,I realize the desire for a substitute baked item because I miss those items with wheat!
xanthan-gum_3_7,"Now days though, too many ingredients in our foods that were not used before...carrageenan, caramel coloring, fake vanilla (vanillin)."
xanthan-gum_3_8,"What are the ""natural"" flavorings, the ""spices"" being added?"
xanthan-gum_5_0,"I experience severe anaphylactic reactions to xanthan gum -- no GI symptoms at all and no allergies to substances used to ""grow"" xanthan gum."
xanthan-gum_5_1,Avoiding all exposures (dietary and personal care) with direction from my board-certified allergist.
xanthan-gum_5_2,Carry epi-pens at all times.
xanthoparmelia_1_2,Did a representative from Pfizer write this non-sense?
xanthoparmelia_1_3,We wouldn't everyone to stop paying $30 a pill for Viagra would we?
xanthoparmelia_1_4,This stuff works better than VIAGRA.
xanthoparmelia_1_5,And you won't go blind or die of a heart attack.
xylitol_2_0,"I wake up by coughing badly, never happened to me before I starting using this product."
xylitol_2_1,I think that before it melts completely it turns smaller and smaller until the little chunks are barley attached to your gums.
xylitol_2_2,"Those chunks can't hold to the gums anymore and break off, when they do, they go to your airways (not stomach)."
xylitol_2_3,"Probably more so, if you are snoring."
xylitol_2_4,"That would explain the severity of the cough and the timing (5:30, 6:00 AM)."
xylitol_2_5,I use disks before I go to bed.
xylitol_2_6,"I love these tables otherwise, my mouth is not dry when I wake up, it feels moist and sweet."
xylitol_2_7,"Yet, the cough is bothering me."
xylitol_2_8,A feeling of slightly heavy chest too.
xylitol_2_10,"Still, they don't say if it is harmless over a long period of time."
xylitol_2_11,"Let's say you'd rather cough a bit than have a dry mouth, but what if it damages your lungs over 1-3 year of usage."
